Service,Feature,Status,Priority,Observation,Recommendation,LinkText,LinkUrl
M365,SharePoint Content Deployment,Warning,High,ZERO SharePoint sites deployed - Copilot has no organizational content to access,"URGENT: Deploy SharePoint sites and migrate content immediately. Without SharePoint content, Copilot cannot provide value based on organizational knowledge. Start by creating sites for key departments, projects, and knowledge areas. Migrate critical documents from file shares, network drives, and email attachments to SharePoint. Upload policies, procedures, templates, and institutional knowledge. Copilot's effectiveness depends entirely on accessible content - zero sites means zero organizational intelligence.",Get Started with SharePoint,https://learn.microsoft.com/sharepoint/get-started
M365,SharePoint (Plan 2) - Usage Activity,Warning,Medium,"Low SharePoint activity detected: Only 0.0% activity rate across 0 sites with 1,062 files. Limited engagement reduces Copilot value","Address low SharePoint adoption to unlock Copilot potential. Low activity suggests content is stale or teams aren't using SharePoint. Audit content freshness, run adoption campaigns, provide training on SharePoint features, and migrate active file shares to SharePoint. Copilot requires current, actively-used content to provide relevant insights.",SharePoint Adoption Resources,https://adoption.microsoft.com/sharepoint/
Entra,Microsoft Intune (Plan A),Success,,"Microsoft Intune (Plan A) is active in O365 w/o Teams Bundle M5, managing devices that access M365 Copilot with comprehensive security policies",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Entra,Microsoft Intune (Plan A),Success,Medium,No managed devices detected - users may access Copilot from unmanaged BYOD devices,"Enroll devices in Intune to enforce compliance policies for Copilot access. Unmanaged devices pose risks: 1) No encryption enforcement - Copilot data at risk if device lost, 2) No malware protection - keyloggers could capture AI prompts containing sensitive info, 3) No DLP controls - users can screenshot/copy Copilot responses to personal apps, 4) No remote wipe - cannot remove corporate data if employee leaves. Start with company-owned devices, then implement MAM (Mobile Application Management) for BYOD scenarios to protect Copilot within managed apps without full device control.",Device Enrollment,https://learn.microsoft.com/mem/intune/enrollment/
Entra,Microsoft Entra ID Multi-Factor Authentication,Success,,"Microsoft Entra ID Multi-Factor Authentication is active in O365 w/o Teams Bundle M5, protecting Copilot sessions with additional authentication factors",,MFA for Copilot Security,https://learn.microsoft.com/entra/identity/authentication/concept-mfa-howitworks
Entra,Microsoft Entra ID P2,Success,,"Microsoft Entra ID P2 is active in O365 w/o Teams Bundle M5, providing identity governance for Copilot administration",,Identity Governance for Copilot Admins,https://learn.microsoft.com/entra/id-governance/identity-governance-overview
Entra,Microsoft Entra ID P2,Success,,"No permanent admin roles detected, all administrative access uses just-in-time activation",,PIM Best Practices,https://learn.microsoft.com/entra/id-governance/privileged-identity-management/pim-configure
Entra,Microsoft Entra ID P2,Action Required,Medium,No active access reviews configured for user access governance,Implement periodic access reviews for users with Copilot licenses and admin roles. Regular reviews ensure only authorized users maintain access to AI assistants and prevent license waste.,Configure Access Reviews,https://learn.microsoft.com/entra/id-governance/access-reviews-overview
Entra,Microsoft Entra ID P2,Success,,"No risky users detected, Identity Protection is actively monitoring and protecting accounts",,Identity Protection Overview,https://learn.microsoft.com/entra/id-protection/overview-identity-protection
Entra,Microsoft Entra ID P2,Success,,"Guest user invitations restricted to 'AllowInvitesFrom.AdminsAndGuestInviters', controlling external access to Copilot-searchable content",,External Collaboration Settings,https://learn.microsoft.com/entra/external-id/external-collaboration-settings-configure
Entra,Microsoft Entra ID P2,Action Required,Medium,Cross-tenant access settings enabled but no partner organizations configured - default settings apply to all external tenants,"Define specific partner organization policies to control which external tenants can collaborate and access Copilot content. With default settings only: 1) All external organizations have the same access level, 2) Cannot enforce different MFA requirements per partner, 3) Cannot block specific high-risk tenants, 4) No granular control over app access per partner. Add trusted partner organizations with specific inbound/outbound policies, require MFA for external users, and block risky tenants. Review Microsoft's recommended baseline policy.",Configure Partner Organizations,https://learn.microsoft.com/entra/external-id/cross-tenant-access-settings-b2b-collaboration
Entra,Microsoft Entra ID P2,Action Required,Medium,Application consent settings could not be verified - review tenant configuration to ensure proper app governance for Copilot data access,"Review application consent policies in Entra ID to ensure user consent is appropriately restricted. Verify that: 1) Users cannot consent to apps accessing organizational data without admin review, 2) Admin consent workflow is enabled for user requests, 3) Only verified publishers and low-risk permissions are allowed for user consent (if enabled). This prevents unauthorized apps from accessing emails, files, and other content searchable by Copilot.",Configure User Consent,https://learn.microsoft.com/entra/identity/enterprise-apps/configure-user-consent
Entra,Microsoft Entra ID P2,Success,,"No high-risk applications detected, all apps accessing M365 data have appropriate permissions and verified publishers",,App Governance,https://learn.microsoft.com/defender-cloud-apps/app-governance-manage-app-governance
Entra,Microsoft Entra ID P2,Action Required,Medium,No access reviews configured - Copilot license assignments and privileged access not recertified,"Implement quarterly access reviews for Copilot governance. Without reviews: 1) Former employees retain Copilot access after role changes, 2) Licenses remain assigned to inactive users (wasted cost), 3) Guest users maintain access to Copilot-searchable content indefinitely, 4) No compliance audit trail for who approved continued access. Configure reviews for: 1) Groups with Copilot licenses (quarterly recertification of members), 2) Guest user access to Teams/SharePoint (remove stale external accounts), 3) Privileged roles (Copilot admins, Teams admins - monthly reviews). Use automated approval for active users, require justification for continued access to high-value resources. Essential for SOC 2, ISO 27001, and cost optimization.",Configure Access Reviews,https://learn.microsoft.com/entra/id-governance/deploy-access-reviews
Entra,Microsoft Entra ID P1,Success,,"Microsoft Entra ID P1 is active in O365 w/o Teams Bundle M5, providing advanced identity capabilities for Copilot security. 5 Conditional Access policy(ies) configured, 4 user(s) enrolled in MFA",,Identity Foundation for AI,https://learn.microsoft.com/entra/identity/
Entra,Microsoft Entra ID P1,Action Required,Medium,"5 Conditional Access policy(ies) configured, but none specifically target Copilot applications","Create Copilot-specific Conditional Access policies targeting Microsoft 365 Copilot and Graph Connector applications. Apply stricter controls for AI access: require compliant devices, trusted locations, and MFA. Consider blocking Copilot access from unmanaged devices to prevent data exfiltration.",Conditional Access for Copilot,https://learn.microsoft.com/entra/identity/conditional-access/concept-conditional-access-cloud-apps
Entra,Microsoft Entra ID P1,Action Required,High,"Only 4 of 37 users (10.8%) enrolled in MFA, exposing Copilot to credential theft",Enforce MFA registration for all users accessing Copilot. Use Conditional Access to require MFA for Microsoft 365 apps. Compromised accounts without MFA can access Copilot to exfiltrate organizational data through AI prompts. Aim for 100% MFA coverage.,Configure MFA Requirements,https://learn.microsoft.com/entra/identity/authentication/howto-mfa-getstarted
Entra,Microsoft Entra ID P1,Success,,"No legacy authentication sign-ins detected, all access uses modern authentication with full security controls",,Modern Authentication Overview,https://learn.microsoft.com/microsoft-365/enterprise/hybrid-modern-auth-overview
Entra,Microsoft Entra ID P1,Action Required,Medium,"Only 0.0% of users (0) use passwordless authentication, leaving Copilot vulnerable to password attacks","Deploy passwordless authentication (FIDO2 security keys, Windows Hello for Business, or Microsoft Authenticator app) to eliminate password-based attacks targeting Copilot access. Passwordless methods are phishing-resistant and significantly reduce credential theft risks. Use Conditional Access to require passwordless auth for high-value resources like Copilot. Start with pilot groups and expand based on user feedback.",Deploy Passwordless Authentication,https://learn.microsoft.com/entra/identity/authentication/concept-authentication-passwordless
Entra,Microsoft Entra ID P1,Action Required,Medium,No group-based licensing configured - Copilot licenses likely assigned manually to individual users,"Implement group-based licensing to automate Copilot license assignment and improve governance. Manual license assignment: 1) Creates administrative overhead for every new Copilot user, 2) Increases risk of orphaned licenses when users leave, 3) Lacks audit trail for compliance, 4) Cannot leverage dynamic groups for role-based access. Create security groups for Copilot users (e.g., 'Copilot-Sales', 'Copilot-Finance') and assign M365 licenses to groups. Use dynamic groups with rules like 'department equals Sales' to automatically assign/remove licenses based on user attributes. Configure license inheritance to cascade Copilot access to nested groups. This enables self-service access (users get Copilot when added to group), improves license reclamation, and provides clear governance model.",Group-Based Licensing,https://learn.microsoft.com/entra/identity/users/licensing-groups-assign
Entra,Microsoft Entra Internet Access,PendingActivation,Medium,Microsoft Entra Internet Access is PendingActivation in Microsoft Entra Suite - upgrade required for comprehensive AI traffic security,"Upgrade to Microsoft Entra Suite or Security Service Edge to enable Internet Access for AI security. Without secure web gateway, you cannot: 1) Detect shadow AI usage - employees using ChatGPT, Claude, Gemini to process corporate data outside M365 Copilot governance, 2) Monitor Copilot data exfiltration - users copying AI summaries to personal cloud storage or unauthorized AI platforms, 3) Block unauthorized AI tools - prevent employees from uploading sensitive documents to consumer AI services, 4) Inspect AI traffic for malware - detect credential harvesting or phishing via malicious AI tool sites. Internet Access provides: traffic visibility showing which AI services users access, web content filtering to block/warn for unauthorized AI platforms, DLP inspection of traffic to/from AI services, conditional access integration to enforce device compliance for AI access. Essential for preventing data leakage through AI tools outside your security perimeter.",Global Secure Access Overview,https://learn.microsoft.com/entra/global-secure-access/overview-what-is-global-secure-access
Entra,Microsoft Entra Internet Access,Access Denied,Low,Global Secure Access API returned HTTP 403 (Forbidden: Authentication failed with status code 403 (Forbidden).),"The Global Secure Access API returned HTTP 403. This typically means Global Secure Access is not activated or licensed in your tenant. If the service is activated, ensure the signed-in user has the Global Secure Access Administrator directory role (or Global Administrator). A Global Reader role alone is not sufficient for this API.",Global Secure Access Prerequisites,https://learn.microsoft.com/entra/global-secure-access/overview-what-is-global-secure-access
Entra,Microsoft Entra Private Access,PendingActivation,Medium,"Microsoft Entra Private Access is PendingActivation in Microsoft Entra Suite, limiting secure access to internal data sources for Copilot","Enable Microsoft Entra Private Access to provide zero-trust network access to on-premises and private cloud resources that Copilot and custom agents need to query. Private Access eliminates VPN requirements while enforcing per-app access controls and continuous verification. Deploy agents that securely access internal databases, legacy systems, and private APIs without exposing them to the internet. Essential for extending Copilot's knowledge to include proprietary systems while maintaining zero-trust security posture.",Zero-Trust Network for AI,https://learn.microsoft.com/entra/global-secure-access/
Entra,Microsoft Entra Private Access,Access Denied,Low,Global Secure Access (Private Access) API returned HTTP 403 (Forbidden: Authentication failed with status code 403 (Forbidden).),"The Global Secure Access API returned HTTP 403. This typically means Global Secure Access is not activated or licensed in your tenant. If the service is activated, ensure the signed-in user has the Global Secure Access Administrator directory role (or Global Administrator). A Global Reader role alone is not sufficient for this API.",Global Secure Access Prerequisites,https://learn.microsoft.com/entra/global-secure-access/overview-what-is-global-secure-access
